Loyalty#,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
256360,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,41004.0,Married,Aurora,2020-06-28,2021-12-31,11814.53,Standard,Non-Zero Income,551,Active
658076,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,92931.0,Married,Aurora,2021-07-28,2021-12-31,11830.95,Standard,Non-Zero Income,156,Active
933682,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Doctor,16552.0,Married,Aurora,2021-01-06,2021-12-31,11833.77,Standard,Non-Zero Income,359,Active
241468,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Single,Aurora,2021-06-22,2019-02-22,11834.73,Standard,Zero Income,-851,Inactive
728386,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Aurora,2021-10-10,2021-12-31,11836.3,Standard,Zero Income,82,Active
738890,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Single,Aurora,2017-12-22,2020-03-03,11836.3,Standard,Zero Income,802,Inactive
405928,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Single,Aurora,2015-08-26,2021-12-31,11855.14,Standard,Zero Income,2319,Active
475532,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,College,0.0,Married,Aurora,2016-09-15,2021-12-31,11875.9,Standard,Zero Income,1933,Active
198147,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Single,Aurora,2019-11-09,2021-12-31,11880.97,Standard,Zero Income,783,Active
234435,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,88218.0,Divorced,Aurora,2015-10-28,2021-12-31,11895.18,Standard,Non-Zero Income,2256,Active
302839,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,88218.0,Divorced,Aurora,2017-09-17,2021-12-31,11895.18,Standard,Non-Zero Income,1566,Active
566182,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,97205.0,Divorced,Aurora,2017-04-18,2021-12-31,11900.54,Standard,Non-Zero Income,1718,Active
721973,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Aurora,2017-09-26,2021-12-31,11905.07,Standard,Zero Income,1557,Active
458745,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,50234.0,Divorced,Aurora,2021-03-15,2021-11-15,11926.75,2021 Promotion,Non-Zero Income,245,Inactive
246736,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Bachelor,33760.0,Married,Aurora,2021-07-27,2021-12-31,11944.4,Standard,Non-Zero Income,157,Active
703374,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,71587.0,Married,Aurora,2020-09-03,2021-12-31,11955.4,Standard,Non-Zero Income,484,Active
275637,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,64195.0,Divorced,Aurora,2018-12-26,2021-12-31,11971.98,Standard,Non-Zero Income,1101,Active
148487,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Master,21514.0,Married,Aurora,2018-08-04,2021-12-31,11981.98,Standard,Non-Zero Income,1245,Active
581531,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Master,21514.0,Married,Aurora,2017-07-14,2021-12-31,11981.98,Standard,Non-Zero Income,1631,Active
585495,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Master,21514.0,Married,Aurora,2017-05-19,2018-01-19,11981.98,Standard,Non-Zero Income,245,Inactive
685631,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Master,21514.0,Married,Aurora,2019-08-26,2020-04-26,11981.98,Standard,Non-Zero Income,244,Inactive
711285,Ontario,London,42.984924,-81.245277,M5B 3E4,Master,21514.0,Married,Aurora,2017-05-23,2019-12-14,11981.98,Standard,Non-Zero Income,935,Inactive
863223,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Master,21514.0,Married,Aurora,2018-01-05,2021-12-31,11981.98,Standard,Non-Zero Income,1456,Active
988552,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Master,21514.0,Married,Aurora,2017-06-23,2018-02-23,11981.98,Standard,Non-Zero Income,245,Inactive
519742,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,42995.0,Married,Aurora,2019-11-21,2021-12-31,11982.42,Standard,Non-Zero Income,771,Active
526481,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,Bachelor,87560.0,Married,Aurora,2018-06-10,2021-12-31,11986.59,Standard,Non-Zero Income,1300,Active
517538,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,College,0.0,Single,Aurora,2018-04-04,2021-12-31,12010.94,Standard,Zero Income,1367,Active
707762,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,High School or Below,25918.0,Married,Aurora,2021-06-28,2021-12-31,12022.39,Standard,Non-Zero Income,186,Active
261125,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,High School or Below,28879.0,Married,Aurora,2017-05-17,2021-12-31,12023.75,Standard,Non-Zero Income,1689,Active
108666,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,44428.0,Single,Aurora,2018-10-17,2021-12-31,12036.62,Standard,Non-Zero Income,1171,Active
560149,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,44428.0,Single,Aurora,2019-09-22,2021-12-31,12036.62,Standard,Non-Zero Income,831,Active
624487,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,44428.0,Single,Aurora,2016-07-05,2021-12-31,12036.62,Standard,Non-Zero Income,2005,Active
657980,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,44428.0,Single,Aurora,2018-03-10,2018-08-12,12036.62,Standard,Non-Zero Income,155,Inactive
884875,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,55805.0,Married,Aurora,2016-01-24,2021-12-31,12045.67,2021 Promotion,Non-Zero Income,2168,Active
635026,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,43184.0,Divorced,Aurora,2019-05-29,2020-01-29,12052.89,Standard,Non-Zero Income,245,Inactive
199603,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,25419.0,Married,Aurora,2019-07-06,2021-12-31,12052.98,Standard,Non-Zero Income,909,Active
444652,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,College,0.0,Single,Aurora,2020-08-17,2021-12-31,12067.46,Standard,Zero Income,501,Active
698510,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,37025.0,Married,Aurora,2018-02-12,2021-12-31,12148.94,Standard,Non-Zero Income,1418,Active
470450,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,57449.0,Single,Aurora,2016-01-31,2018-05-06,12157.33,Standard,Non-Zero Income,826,Inactive
565602,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Single,Aurora,2018-01-07,2021-12-31,12168.64,Standard,Zero Income,1454,Active
891604,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Aurora,2019-02-03,2021-12-31,12168.64,Standard,Zero Income,1062,Active
356828,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Master,14973.0,Divorced,Aurora,2019-07-15,2021-12-31,12168.74,Standard,Non-Zero Income,900,Active
478890,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Master,14973.0,Divorced,Aurora,2017-06-04,2021-12-31,12168.74,2021 Promotion,Non-Zero Income,1671,Active
930774,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Master,14973.0,Divorced,Aurora,2021-01-06,2021-12-31,12168.74,Standard,Non-Zero Income,359,Active
789892,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,52797.0,Married,Aurora,2018-01-06,2021-12-31,12174.59,Standard,Non-Zero Income,1455,Active
856348,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,52797.0,Married,Aurora,2017-04-12,2021-12-31,12174.59,Standard,Non-Zero Income,1724,Active
932623,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,88184.0,Married,Aurora,2017-11-06,2021-12-31,12174.59,Standard,Non-Zero Income,1516,Active
436041,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Bachelor,43244.0,Married,Aurora,2020-10-21,2021-06-21,12231.88,Standard,Non-Zero Income,243,Inactive
372111,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,College,0.0,Single,Aurora,2019-07-14,2021-12-31,12255.12,Standard,Zero Income,901,Active
278464,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Aurora,2015-12-08,2021-12-31,12263.11,Standard,Zero Income,2215,Active
878518,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,35693.0,Divorced,Aurora,2021-09-25,2019-05-25,12265.6,Standard,Non-Zero Income,-854,Inactive
872752,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,52135.0,Single,Aurora,2021-05-01,2021-12-31,12275.34,Standard,Non-Zero Income,244,Active
432941,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,88340.0,Married,Aurora,2017-11-14,2020-05-30,12280.77,Standard,Non-Zero Income,928,Inactive
607997,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,88340.0,Married,Aurora,2020-04-16,2021-12-31,12280.77,Standard,Non-Zero Income,624,Active
720131,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,88340.0,Married,Aurora,2021-11-18,2021-12-31,12280.77,Standard,Non-Zero Income,43,Active
913153,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,88340.0,Married,Aurora,2021-08-05,2021-12-31,12280.77,Standard,Non-Zero Income,148,Active
263592,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,55193.0,Married,Aurora,2019-08-17,2021-12-31,12296.5,Standard,Non-Zero Income,867,Active
472719,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,74586.0,Married,Aurora,2018-10-05,2021-12-31,12300.01,Standard,Non-Zero Income,1183,Active
924630,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,43817.0,Married,Aurora,2018-05-06,2021-12-31,12302.76,Standard,Non-Zero Income,1335,Active
786255,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Single,Aurora,2017-08-21,2021-12-31,12313.16,Standard,Zero Income,1593,Active
857771,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,68420.0,Married,Aurora,2019-08-15,2020-04-15,12315.09,Standard,Non-Zero Income,244,Inactive
803177,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,High School or Below,26887.0,Single,Aurora,2021-09-14,2021-12-31,12321.84,Standard,Non-Zero Income,108,Active
717891,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Single,Aurora,2019-04-30,2021-12-31,12324.27,Standard,Zero Income,976,Active
946070,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,67248.0,Divorced,Aurora,2017-05-05,2021-12-31,12349.7,Standard,Non-Zero Income,1701,Active
580554,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,54710.0,Married,Aurora,2019-12-19,2021-12-31,12350.06,Standard,Non-Zero Income,743,Active
891727,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Single,Aurora,2019-05-31,2021-12-31,12357.12,Standard,Zero Income,945,Active
208517,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,College,0.0,Married,Aurora,2021-02-15,2021-12-31,12362.09,2021 Promotion,Zero Income,319,Active
354547,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Married,Aurora,2015-08-08,2021-12-31,12362.09,Standard,Zero Income,2337,Active
941683,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,40602.0,Single,Aurora,2017-03-19,2021-12-31,12383.53,Standard,Non-Zero Income,1748,Active
412429,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,High School or Below,15818.0,Married,Aurora,2018-08-24,2021-12-31,12427.39,Standard,Non-Zero Income,1225,Active
912252,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,33604.0,Married,Aurora,2016-07-08,2021-12-31,12465.92,Standard,Non-Zero Income,2002,Active
343884,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Single,Aurora,2021-10-27,2021-12-31,12515.18,Standard,Zero Income,65,Active
628475,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,College,0.0,Single,Aurora,2018-11-03,2021-12-31,12515.18,Standard,Zero Income,1154,Active
201273,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,High School or Below,12607.0,Married,Aurora,2021-04-13,2021-12-31,12516.92,2021 Promotion,Non-Zero Income,262,Active
733728,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,34179.0,Married,Aurora,2021-06-25,2021-12-31,12519.8,Standard,Non-Zero Income,189,Active
733096,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,39007.0,Married,Aurora,2015-08-28,2021-12-31,12521.42,Standard,Non-Zero Income,2317,Active
776453,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,32857.0,Divorced,Aurora,2017-11-19,2021-12-31,12547.43,Standard,Non-Zero Income,1503,Active
761613,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Doctor,10147.0,Married,Aurora,2017-12-29,2021-12-31,12552.65,Standard,Non-Zero Income,1463,Active
932244,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Bachelor,83013.0,Married,Aurora,2021-08-02,2019-04-02,12584.01,Standard,Non-Zero Income,-853,Inactive
630711,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,62575.0,Married,Aurora,2017-05-05,2021-12-31,12590.94,Standard,Non-Zero Income,1701,Active
589101,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,61844.0,Divorced,Aurora,2015-11-19,2021-12-31,12622.83,Standard,Non-Zero Income,2234,Active
782804,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,High School or Below,12439.0,Divorced,Aurora,2021-11-19,2021-12-31,12624.96,Standard,Non-Zero Income,42,Active
980338,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Bachelor,26149.0,Married,Aurora,2019-06-07,2021-12-31,12655.53,Standard,Non-Zero Income,938,Active
828731,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,27739.0,Married,Aurora,2016-07-01,2021-12-31,12663.6,Standard,Non-Zero Income,2009,Active
456367,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,72109.0,Married,Aurora,2017-04-10,2021-12-31,12663.99,Standard,Non-Zero Income,1726,Active
242304,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,75203.0,Single,Aurora,2016-05-29,2021-12-31,12682.25,Standard,Non-Zero Income,2042,Active
929913,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,63918.0,Single,Aurora,2019-11-10,2021-12-31,12687.15,Standard,Non-Zero Income,782,Active
709238,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Aurora,2017-01-17,2021-12-31,12689.43,Standard,Zero Income,1809,Active
606214,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,34665.0,Married,Aurora,2016-06-14,2021-12-31,12723.15,Standard,Non-Zero Income,2026,Active
295327,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,40870.0,Married,Aurora,2015-10-05,2021-12-31,12731.95,Standard,Non-Zero Income,2279,Active
419748,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,40870.0,Married,Aurora,2015-12-06,2021-12-31,12731.95,Standard,Non-Zero Income,2217,Active
540380,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,40870.0,Married,Aurora,2021-06-10,2021-12-31,12731.95,Standard,Non-Zero Income,204,Active
851981,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,40870.0,Married,Aurora,2017-06-21,2021-12-31,12731.95,Standard,Non-Zero Income,1654,Active
948693,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,40870.0,Married,Aurora,2019-01-13,2021-12-31,12731.95,Standard,Non-Zero Income,1083,Active
247391,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Bachelor,25023.0,Single,Aurora,2020-12-31,2021-08-31,12734.21,Standard,Non-Zero Income,243,Inactive
937228,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,25023.0,Single,Aurora,2016-08-21,2021-12-31,12734.21,Standard,Non-Zero Income,1958,Active
667634,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,73054.0,Married,Aurora,2018-06-06,2021-12-31,12741.85,Standard,Non-Zero Income,1304,Active
840059,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,73054.0,Married,Aurora,2019-02-13,2021-12-31,12741.85,Standard,Non-Zero Income,1052,Active
884522,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,73054.0,Married,Aurora,2016-08-22,2021-12-31,12741.85,Standard,Non-Zero Income,1957,Active
102376,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Aurora,2021-03-19,2021-12-31,12765.78,2021 Promotion,Zero Income,287,Active
259110,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Aurora,2017-10-19,2021-12-31,12767.23,Standard,Zero Income,1534,Active
470671,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Single,Aurora,2019-02-15,2021-12-31,12779.9,Standard,Zero Income,1050,Active
189775,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Single,Aurora,2017-11-07,2021-12-31,12786.67,Standard,Zero Income,1515,Active
646189,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Married,Aurora,2018-03-31,2021-12-31,12807.09,Standard,Zero Income,1371,Active
253466,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,College,0.0,Married,Aurora,2020-11-30,2021-12-31,12836.01,Standard,Zero Income,396,Active
283807,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,93210.0,Married,Aurora,2015-08-06,2021-12-31,12846.45,Standard,Non-Zero Income,2339,Active
312630,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,College,0.0,Single,Aurora,2019-03-22,2021-12-31,12866.89,Standard,Zero Income,1015,Active
918017,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Master,26121.0,Single,Aurora,2021-01-22,2021-09-22,12875.6,Standard,Non-Zero Income,243,Inactive
766012,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Married,Aurora,2017-07-14,2018-03-14,12877.78,Standard,Zero Income,243,Inactive
663098,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,34148.0,Married,Aurora,2021-10-26,2021-12-31,12883.81,Standard,Non-Zero Income,66,Active
939856,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,37449.0,Married,Aurora,2020-09-22,2021-12-31,12898.59,Standard,Non-Zero Income,465,Active
515826,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,98478.0,Married,Aurora,2017-07-24,2021-12-31,12902.09,Standard,Non-Zero Income,1621,Active
475535,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,27778.0,Divorced,Aurora,2021-02-07,2021-12-31,12904.94,2021 Promotion,Non-Zero Income,327,Active
725120,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,27778.0,Divorced,Aurora,2018-11-21,2021-12-31,12904.94,Standard,Non-Zero Income,1136,Active
151036,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,58236.0,Married,Aurora,2021-01-25,2021-12-31,12919.42,Standard,Non-Zero Income,340,Active
845820,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,77060.0,Married,Aurora,2018-06-24,2020-05-12,12941.73,Standard,Non-Zero Income,688,Inactive
887511,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,52369.0,Married,Aurora,2019-11-26,2021-09-26,12941.89,Standard,Non-Zero Income,670,Inactive
254230,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,30763.0,Single,Aurora,2016-02-16,2021-12-31,12948.4,Standard,Non-Zero Income,2145,Active
439361,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,College,0.0,Single,Aurora,2019-08-02,2021-12-31,12989.82,Standard,Zero Income,882,Active
362471,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,57591.0,Divorced,Aurora,2017-04-05,2021-12-31,13009.24,Standard,Non-Zero Income,1731,Active
928644,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,64985.0,Married,Aurora,2020-09-19,2021-12-31,13023.93,Standard,Non-Zero Income,468,Active
185830,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,College,0.0,Single,Aurora,2016-11-24,2021-12-31,13024.13,Standard,Zero Income,1863,Active
187318,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,College,0.0,Single,Aurora,2015-05-08,2021-12-31,13024.13,Standard,Zero Income,2429,Active
389928,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,College,0.0,Single,Aurora,2017-05-13,2021-11-06,13024.13,Standard,Zero Income,1638,Inactive
444366,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Single,Aurora,2019-08-02,2021-12-31,13024.13,Standard,Zero Income,882,Active
939098,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Single,Aurora,2015-08-25,2021-12-31,13024.13,2021 Promotion,Zero Income,2320,Active
418793,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,26312.0,Married,Aurora,2015-09-26,2021-12-31,13024.22,Standard,Non-Zero Income,2288,Active
445496,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,71024.0,Married,Aurora,2019-07-15,2021-12-31,13046.65,Standard,Non-Zero Income,900,Active
773865,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,College,0.0,Single,Aurora,2019-12-26,2021-12-31,13057.01,Standard,Zero Income,736,Active
329735,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,48804.0,Married,Aurora,2016-04-19,2021-12-31,13057.17,Standard,Non-Zero Income,2082,Active
151327,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,College,0.0,Single,Aurora,2018-02-16,2021-12-31,13061.52,Standard,Zero Income,1414,Active
347231,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,College,0.0,Divorced,Aurora,2019-03-08,2021-12-31,13080.79,Standard,Zero Income,1029,Active
835973,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Divorced,Aurora,2015-05-30,2021-12-31,13080.79,Standard,Zero Income,2407,Active
372663,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,89948.0,Divorced,Aurora,2021-07-12,2021-12-31,13081.31,Standard,Non-Zero Income,172,Active
672904,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,73060.0,Married,Aurora,2019-07-16,2021-12-31,13083.49,Standard,Non-Zero Income,899,Active
841373,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,73060.0,Married,Aurora,2017-12-16,2021-12-31,13083.49,Standard,Non-Zero Income,1476,Active
579931,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,88249.0,Single,Aurora,2019-03-07,2021-12-31,13094.61,2021 Promotion,Non-Zero Income,1030,Active
157704,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,30130.0,Married,Aurora,2017-11-16,2021-12-31,13104.3,Standard,Non-Zero Income,1506,Active
319052,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,30130.0,Married,Aurora,2019-06-02,2021-12-31,13104.3,Standard,Non-Zero Income,943,Active
229265,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Bachelor,49088.0,Divorced,Aurora,2015-12-01,2021-12-31,13107.93,Standard,Non-Zero Income,2222,Active
741244,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,73597.0,Married,Aurora,2021-08-19,2021-12-31,13110.55,Standard,Non-Zero Income,134,Active
618390,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,67197.0,Single,Aurora,2016-12-23,2021-12-31,13111.11,Standard,Non-Zero Income,1834,Active
814112,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,67197.0,Single,Aurora,2020-10-06,2021-12-31,13111.11,Standard,Non-Zero Income,451,Active
221361,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,High School or Below,11854.0,Married,Aurora,2016-07-13,2019-09-15,13118.74,Standard,Non-Zero Income,1159,Inactive
277565,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,High School or Below,11854.0,Married,Aurora,2017-10-08,2021-12-31,13118.74,Standard,Non-Zero Income,1545,Active
900753,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,68562.0,Married,Aurora,2017-10-27,2020-12-08,13151.83,Standard,Non-Zero Income,1138,Inactive
377928,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,72517.0,Married,Aurora,2021-09-16,2021-12-31,13156.75,Standard,Non-Zero Income,106,Active
328116,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,94125.0,Married,Aurora,2016-01-20,2021-12-31,13160.34,Standard,Non-Zero Income,2172,Active
609664,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,94125.0,Married,Aurora,2021-08-27,2021-12-31,13160.34,Standard,Non-Zero Income,126,Active
192994,Alberta,Banff,51.178398,-115.5708,T4V 1D4,High School or Below,21513.0,Married,Aurora,2017-03-20,2021-12-31,13171.01,Standard,Non-Zero Income,1747,Active
298671,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,High School or Below,21513.0,Married,Aurora,2016-09-19,2021-12-31,13171.01,Standard,Non-Zero Income,1929,Active
805598,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,80237.0,Married,Aurora,2021-04-15,2021-12-31,13178.43,2021 Promotion,Non-Zero Income,260,Active
301603,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,College,0.0,Single,Aurora,2016-10-11,2021-12-31,13197.93,Standard,Zero Income,1907,Active
675240,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,College,0.0,Single,Aurora,2019-01-28,2019-09-28,13197.93,Standard,Zero Income,243,Inactive
852012,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Aurora,2017-11-30,2018-07-30,13197.93,Standard,Zero Income,242,Inactive
307047,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,74656.0,Divorced,Aurora,2019-06-22,2021-05-15,13211.01,Standard,Non-Zero Income,693,Inactive
847772,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Doctor,29504.0,Married,Aurora,2016-06-05,2021-12-31,13220.8,Standard,Non-Zero Income,2035,Active
