Loyalty#,NumFlights,NumFlightsWithCompanions,PointsAccumulated,PointsRedeemed,Recency_Months,PointsRedeemRatio,FlightsWithCompanionsRatio
326699,167,40,49026.979999999996,7489.8,0.0,0.15276894477285774,0.23952095808383234
326703,34,5,6767.0,0.0,0.0,0.0,0.14705882352941177
326707,202,43,51361.78,9729.9,0.0,0.18943852802609254,0.21287128712871287
326724,176,42,36780.13,13831.3,0.0,0.37605359198023497,0.23863636363636365
326803,199,41,36655.2,8285.7,0.0,0.22604432658940618,0.20603015075376885
326823,179,56,31358.41,0.0,0.0,0.0,0.3128491620111732
326905,176,30,26849.53,5912.0,2.0,0.22019007409068242,0.17045454545454544
326961,315,70,44823.86,27590.5,0.0,0.6155315494917216,0.2222222222222222
326988,151,31,34024.15,5747.5,0.0,0.1689241318298914,0.2052980132450331
327015,228,69,34880.78,16304.6,0.0,0.46743794146805207,0.3026315789473684
327019,28,7,795.0,0.0,0.0,0.0,0.25
327098,239,81,44941.14,30285.2,3.0,0.6738858871848823,0.3389121338912134
327163,179,61,40756.52,10402.5,0.0,0.2552352359818748,0.3407821229050279
327203,47,28,10102.0,12161.0,0.0,1.2038210255394972,0.5957446808510638
327285,166,39,30481.61,21506.5,0.0,0.7055565634492403,0.23493975903614459
327320,172,68,30678.78,9533.2,0.0,0.31074247411402933,0.3953488372093023
327365,19,5,3365.0,0.0,0.0,0.0,0.2631578947368421
327470,214,51,29353.670000000002,0.0,0.0,0.0,0.2383177570093458
327474,91,20,15122.039999999999,11167.8,0.0,0.7385114706745916,0.21978021978021978
327498,0,0,0.0,0.0,0.0,0.0,0.0
327530,140,50,36990.47,17743.6,1.0,0.47968030684660123,0.35714285714285715
327555,243,44,35948.65,3165.0,1.0,0.08804224915261073,0.18106995884773663
327565,0,0,0.0,0.0,0.0,0.0,0.0
327638,50,14,4452.0,6236.0,0.0,1.4007187780772687,0.28
327653,145,33,31688.58,2236.0,0.0,0.07056169762103572,0.22758620689655173
327688,197,40,35362.39,7398.6,1.0,0.20922228390105987,0.20304568527918782
327796,118,38,28500.09,2932.0,0.0,0.1028768681081358,0.3220338983050847
327866,137,29,28235.82,0.0,0.0,0.0,0.2116788321167883
327903,38,13,5307.0,3397.0,0.0,0.6400979837949877,0.34210526315789475
327910,204,29,31174.49,8284.0,0.0,0.26573008892847966,0.14215686274509803
327972,136,38,42903.58,0.0,0.0,0.0,0.27941176470588236
328111,250,41,50464.38,18154.5,0.0,0.3597487970723112,0.164
328116,182,57,34002.61,7624.7,1.0,0.22423866873748807,0.3131868131868132
328173,155,54,31655.99,3357.0,6.0,0.10604628065652029,0.34838709677419355
328180,64,31,16933.0,7780.0,0.0,0.4594578633437666,0.484375
328181,190,37,38135.71,0.0,0.0,0.0,0.19473684210526315
328188,189,22,34965.09,13881.6,0.0,0.3970131351013254,0.1164021164021164
328198,237,66,38062.79,24182.3,0.0,0.6353265223069564,0.27848101265822783
328213,219,71,44301.41,10676.5,1.0,0.24099684411850547,0.3242009132420091
328303,238,63,51184.93,21603.7,0.0,0.42207149643459513,0.2647058823529412
328323,118,32,20868.53,3164.0,0.0,0.15161585411143,0.2711864406779661
328349,34,10,2888.0,4788.0,0.0,1.6578947368421053,0.29411764705882354
328394,0,0,0.0,0.0,0.0,0.0,0.0
328446,141,20,36901.95,0.0,0.0,0.0,0.14184397163120568
328543,181,39,28337.71,7455.0,0.0,0.2630770093984306,0.2154696132596685
328576,263,102,43386.9,23976.3,0.0,0.5526161122366429,0.38783269961977185
328602,0,0,0.0,0.0,0.0,0.0,0.0
328623,349,78,69115.54,4423.0,0.0,0.06399429129831005,0.22349570200573066
328668,225,56,40782.13,20665.9,1.0,0.5067391036221012,0.24888888888888888
328754,210,41,44781.24,8483.0,1.0,0.18943200322277812,0.19523809523809524
328936,227,75,36080.01,13702.8,0.0,0.3797892517213825,0.3303964757709251
329039,199,50,47807.15,0.0,0.0,0.0,0.25125628140703515
329056,141,11,26423.41,5339.0,0.0,0.202055677143866,0.07801418439716312
329088,185,24,31681.39,17029.7,13.0,0.5375300768053423,0.12972972972972974
329094,244,82,57193.66,23569.3,0.0,0.4120963757171686,0.3360655737704918
329162,152,48,29529.02,14145.5,1.0,0.4790372318485341,0.3157894736842105
329214,221,23,36775.35,13672.1,0.0,0.3717734841408716,0.10407239819004525
329215,143,33,38597.85,5297.2,0.0,0.13724080486348333,0.23076923076923078
329281,12,0,1249.0,0.0,0.0,0.0,0.0
329300,254,105,63388.83,13598.3,0.0,0.21452202225534056,0.41338582677165353
329302,212,31,32585.23,20096.3,0.0,0.6167303407095791,0.14622641509433962
329355,186,55,56674.79,11965.4,0.0,0.21112385242186163,0.2956989247311828
329358,76,25,17822.0,2887.0,0.0,0.161990797890248,0.32894736842105265
329364,294,50,57896.49,11240.0,0.0,0.19413957564612294,0.17006802721088435
329382,0,0,0.0,0.0,0.0,0.0,0.0
329446,0,0,0.0,0.0,0.0,0.0,0.0
329587,182,35,30320.32,3191.0,2.0,0.1052429525809754,0.19230769230769232
329660,106,34,34946.21,6895.1,1.0,0.19730608841416566,0.32075471698113206
329692,156,38,41588.4,10678.0,0.0,0.25675428725317634,0.24358974358974358
329720,228,46,49336.06,0.0,0.0,0.0,0.20175438596491227
329730,60,20,8370.66,0.0,0.0,0.0,0.3333333333333333
329735,175,50,26183.4,0.0,0.0,0.0,0.2857142857142857
329736,204,44,38564.53,11047.4,0.0,0.2864653089250666,0.21568627450980393
329826,206,68,55467.729999999996,8958.5,0.0,0.16150832204598964,0.3300970873786408
329833,0,0,0.0,0.0,0.0,0.0,0.0
329839,246,56,41366.68,11512.2,1.0,0.27829644535166953,0.22764227642276422
329910,37,3,7357.0,0.0,0.0,0.0,0.08108108108108109
330040,223,58,28991.54,26827.8,0.0,0.9253665034696328,0.2600896860986547
330053,257,49,46115.25,29955.2,0.0,0.649572538368544,0.19066147859922178
330131,203,40,43030.73,13091.3,0.0,0.30423141787276203,0.19704433497536947
330249,182,14,37327.79,12070.5,1.0,0.32336497821060395,0.07692307692307693
330278,145,34,32364.74,17154.0,0.0,0.5300212515224902,0.23448275862068965
330316,167,51,36070.48,10114.0,0.0,0.28039549238047284,0.30538922155688625
330343,218,38,35957.770000000004,27878.7,0.0,0.7753178242143491,0.1743119266055046
330365,169,35,45636.99,0.0,0.0,0.0,0.20710059171597633
330433,253,67,46373.87,5412.0,0.0,0.11670365229384565,0.2648221343873518
330464,194,27,32172.69,13865.0,0.0,0.4309555713246235,0.13917525773195877
330468,165,62,35052.2,13647.2,0.0,0.3893393282019389,0.37575757575757573
330515,178,74,38006.19,19295.5,1.0,0.5076936151716338,0.4157303370786517
330562,70,29,8189.0,6260.0,0.0,0.7644401025766272,0.4142857142857143
330680,143,36,37149.26,15155.5,0.0,0.40796236587216,0.2517482517482518
330694,53,15,12419.0,4041.0,0.0,0.32538851759400916,0.2830188679245283
330741,202,37,37705.71,13419.5,0.0,0.35590100279241527,0.18316831683168316
330779,176,55,38948.18,5283.9,0.0,0.13566487574002173,0.3125
330783,197,22,22465.44,15610.4,6.0,0.6948628649160666,0.1116751269035533
330858,208,46,52581.64,39477.9,0.0,0.7507924819385626,0.22115384615384615
330870,33,9,7792.0,6171.0,0.0,0.7919661190965093,0.2727272727272727
330947,46,2,8045.0,0.0,0.0,0.0,0.043478260869565216
330988,134,28,21151.89,3812.0,0.0,0.18022030182645618,0.208955223880597
331078,217,46,41672.659999999996,7615.2,0.0,0.18273851489201795,0.2119815668202765
331094,30,8,8886.0,3970.0,0.0,0.4467702003151024,0.26666666666666666
331184,105,39,20584.63,0.0,0.0,0.0,0.37142857142857144
331258,142,27,32655.43,18283.7,0.0,0.5598976954215578,0.19014084507042253
331301,185,58,43009.590000000004,19912.0,0.0,0.46296651514232057,0.31351351351351353
331325,197,54,40701.21,19985.9,0.0,0.49103945558375295,0.27411167512690354
331353,229,10,46357.45,2591.0,1.0,0.05589177144126781,0.043668122270742356
331560,235,68,57476.75,18627.6,0.0,0.3240893056757732,0.28936170212765955
331598,130,46,37160.07,8694.0,0.0,0.23396080793173962,0.35384615384615387
331669,41,13,6733.049999999999,7923.0,15.0,1.1767326842961214,0.3170731707317073
331697,212,47,34832.84,3059.0,0.0,0.08781942557655363,0.22169811320754718
331698,206,28,43418.91,16018.5,2.0,0.3689291140657377,0.13592233009708737
331699,160,25,27316.42,22408.4,0.0,0.8203271146072583,0.15625
331706,233,51,50219.63,5187.0,0.0,0.10328630457850844,0.21888412017167383
331857,131,48,30465.58,5643.0,0.0,0.1852254248893341,0.366412213740458
331992,0,0,0.0,0.0,0.0,0.0,0.0
331995,41,9,8148.37,0.0,0.0,0.0,0.21951219512195122
332003,0,0,0.0,0.0,0.0,0.0,0.0
332027,149,21,28517.760000000002,0.0,0.0,0.0,0.14093959731543623
332077,95,25,24532.64,4051.0,0.0,0.1651269492398698,0.2631578947368421
332082,195,42,28565.25,15514.9,0.0,0.543138953798759,0.2153846153846154
332175,194,44,38786.5,29780.5,0.0,0.7678058087221069,0.2268041237113402
332208,206,44,37904.61,22012.1,1.0,0.5807235584273258,0.21359223300970873
332225,163,35,31434.05,17492.1,0.0,0.5564698153753652,0.2147239263803681
332276,158,34,50035.66,20126.7,2.0,0.40224711735590174,0.21518987341772153
332289,192,52,34548.63,24342.2,0.0,0.7045778660398402,0.2708333333333333
332387,206,59,35441.92,20016.5,2.0,0.564769064429918,0.28640776699029125
332409,216,75,45630.92,47987.2,0.0,1.0516377929702052,0.3472222222222222
332430,160,38,26534.71,0.0,0.0,0.0,0.2375
332466,194,51,31413.7,0.0,0.0,0.0,0.26288659793814434
332711,226,67,30407.829999999998,4917.2,0.0,0.16170834946130652,0.29646017699115046
332716,130,45,20613.9,11559.4,0.0,0.5607575470920106,0.34615384615384615
332780,163,48,26625.21,16431.2,0.0,0.6171294048009387,0.294478527607362
332823,153,38,30166.46,14191.1,1.0,0.4704264272307722,0.24836601307189543
332855,0,0,0.0,0.0,0.0,0.0,0.0
332869,191,22,42003.81,0.0,1.0,0.0,0.11518324607329843
332962,194,51,48043.08,13966.4,1.0,0.2907057582486385,0.26288659793814434
332983,29,15,6978.0,0.0,0.0,0.0,0.5172413793103449
333039,195,12,34534.5,0.0,0.0,0.0,0.06153846153846154
333051,15,9,5514.0,0.0,0.0,0.0,0.6
333064,204,61,47621.56,12057.2,0.0,0.2531878418094662,0.29901960784313725
333207,76,26,16499.489999999998,11627.5,0.0,0.704718751912938,0.34210526315789475
333213,183,52,46534.01,8675.4,0.0,0.1864313864203837,0.28415300546448086
333295,172,46,26768.28,9304.3,0.0,0.34758677061058835,0.26744186046511625
333451,235,72,39072.12,20525.7,0.0,0.5253285462882484,0.30638297872340425
333502,184,38,33735.33,3206.0,0.0,0.09503390066141341,0.20652173913043478
333595,200,33,46041.19,3814.0,0.0,0.08283886667568757,0.165
333621,159,44,36885.92,20469.6,1.0,0.5549434581000013,0.27672955974842767
333644,4,1,1905.0,0.0,0.0,0.0,0.25
333680,203,75,37471.38,9969.1,0.0,0.26604571275464106,0.3694581280788177
333694,277,88,53246.45,22634.7,0.0,0.42509312827427936,0.3176895306859206
333773,217,46,36054.72,3476.0,0.0,0.09640901385449671,0.2119815668202765
333799,187,43,47986.42,18273.3,1.0,0.3808014850868225,0.22994652406417113
333825,239,67,58810.41,12146.0,0.0,0.2065280619536575,0.2803347280334728
334003,138,52,40254.34,19955.8,0.0,0.4957428192835853,0.37681159420289856
334143,158,58,31796.5,28809.3,2.0,0.9060525529539415,0.3670886075949367
334192,0,0,0.0,0.0,0.0,0.0,0.0
334224,210,54,55922.72,17950.7,0.0,0.3209911821170358,0.2571428571428571
334273,185,57,31697.4,23911.7,6.0,0.7543741757999078,0.3081081081081081
334324,135,40,44791.32,2649.0,1.0,0.05914092283951444,0.2962962962962963
334329,174,58,29894.5,3874.0,0.0,0.12958905484286407,0.3333333333333333
334437,245,80,41465.25,18946.5,0.0,0.4569247743592526,0.32653061224489793
334454,204,59,39770.99,28910.3,0.0,0.7269192946919351,0.28921568627450983
334574,0,0,0.0,0.0,0.0,0.0,0.0
334575,131,66,30735.45,5442.0,0.0,0.17705938907678268,0.5038167938931297
334997,216,7,35535.91,0.0,2.0,0.0,0.032407407407407406
335137,164,30,24277.13,11527.7,0.0,0.47483784121104927,0.18292682926829268
335143,221,41,34846.03,0.0,0.0,0.0,0.18552036199095023
335162,217,45,50942.57,8169.0,0.0,0.16035704519815155,0.2073732718894009
335246,65,7,11051.0,0.0,0.0,0.0,0.1076923076923077
335306,81,22,11530.0,2636.0,0.0,0.22862098872506506,0.2716049382716049
335324,162,51,36347.78,7742.5,0.0,0.21301163372288487,0.3148148148148148
335365,212,48,39602.46,9046.2,4.0,0.22842520388884935,0.22641509433962265
335371,212,57,36732.01,3572.0,0.0,0.09724488259695017,0.2688679245283019
335421,137,55,40283.21,5295.0,2.0,0.13144434120319606,0.40145985401459855
335545,165,48,34398.25,9952.6,0.0,0.28933448649277216,0.2909090909090909
335554,241,65,54481.58,2632.0,0.0,0.04830990584340616,0.2697095435684647
335671,243,71,50878.45,12185.6,0.0,0.23950415156122093,0.29218106995884774
335755,119,40,38591.46,8767.0,0.0,0.22717461324344818,0.33613445378151263
335839,218,43,45340.07,10300.0,0.0,0.22717212390717526,0.19724770642201836
335852,201,67,47135.14,18396.8,0.0,0.3902990422856493,0.3333333333333333
335964,168,48,39441.93,17936.4,0.0,0.4547546228087723,0.2857142857142857
336025,131,27,29839.45,7474.6,1.0,0.2504938931515159,0.20610687022900764
336037,121,16,18924.15,0.0,0.0,0.0,0.1322314049586777
336076,12,0,2466.0,0.0,0.0,0.0,0.0
336127,275,25,41697.42,3583.0,0.0,0.08592857783527134,0.09090909090909091
336138,174,42,22848.84,17174.1,2.0,0.7516399081966524,0.2413793103448276
336139,201,32,42630.26,6399.2,4.0,0.15010933548141625,0.15920398009950248
336141,217,59,51207.36,12099.3,0.0,0.23628048780487804,0.271889400921659
336143,200,43,49822.87,3129.0,0.0,0.06280248408010217,0.215
336238,39,10,3305.09,0.0,18.0,0.0,0.2564102564102564
336247,243,77,53276.66,8600.0,1.0,0.16142153055390485,0.3168724279835391
336271,185,48,41099.97,2961.0,1.0,0.07204384820718847,0.2594594594594595
336281,266,64,50201.54,14748.3,0.0,0.2937818242229222,0.24060150375939848
336341,187,61,31236.22,11866.2,0.0,0.3798859144928548,0.32620320855614976
336357,196,35,41324.52,5168.0,0.0,0.12505892385440898,0.17857142857142858
336451,11,5,1052.0,0.0,0.0,0.0,0.45454545454545453
336469,139,27,31533.08,3692.0,0.0,0.11708339305897171,0.19424460431654678
336484,155,48,40903.97,9055.5,0.0,0.2213843790712735,0.3096774193548387
336539,197,53,34374.78,11644.0,0.0,0.33873671336951106,0.26903553299492383
336541,73,25,15354.17,0.0,0.0,0.0,0.3424657534246575
336665,39,10,4269.0,4985.0,0.0,1.1677207776996954,0.2564102564102564
336722,208,55,35646.72,13405.1,0.0,0.37605423444288844,0.2644230769230769
336724,185,62,37903.24,10272.5,0.0,0.2710190474481865,0.33513513513513515
336770,159,28,35545.87,9668.0,0.0,0.27198659084726295,0.1761006289308176
336809,182,39,40028.3,11107.4,0.0,0.27748867676119143,0.21428571428571427
336817,48,7,9874.0,0.0,0.0,0.0,0.14583333333333334
336831,9,4,2083.0,0.0,0.0,0.0,0.4444444444444444
336878,5,1,94.0,0.0,0.0,0.0,0.2
336882,529,128,103511.37,21585.9,0.0,0.20853651149627334,0.24196597353497165
336902,26,7,2912.0,0.0,0.0,0.0,0.2692307692307692
337066,215,63,42478.12,15186.9,0.0,0.35752288472277016,0.2930232558139535
337148,162,37,19900.9,0.0,0.0,0.0,0.22839506172839505
337235,223,61,53620.44,16076.4,0.0,0.2998185020488455,0.273542600896861
337260,195,50,32417.72,9986.4,0.0,0.3080537434464854,0.2564102564102564
337341,50,8,19645.26,7290.3,18.0,0.37109715015225053,0.16
337453,224,54,38979.3,27010.4,2.0,0.692942151346997,0.24107142857142858
337488,153,51,32755.97,17100.3,0.0,0.5220514000959214,0.3333333333333333
337812,0,0,0.0,0.0,0.0,0.0,0.0
337815,272,69,49571.41,9450.6,0.0,0.19064618093372773,0.2536764705882353
337818,252,42,45132.91,18602.5,0.0,0.4121715174137896,0.16666666666666666
337842,191,43,31324.41,14658.5,1.0,0.46795773647452577,0.225130890052356
337857,145,42,32668.98,5682.9,1.0,0.17395400774679834,0.2896551724137931
337925,154,21,23843.35,0.0,0.0,0.0,0.13636363636363635
337932,97,12,20746.32,3918.0,0.0,0.18885277003343243,0.12371134020618557
337945,193,56,35998.45,0.0,1.0,0.0,0.29015544041450775
337980,225,76,37921.41,28129.5,0.0,0.7417841266978205,0.3377777777777778
337983,134,47,32350.97,14890.2,0.0,0.4602705884862185,0.35074626865671643
338059,172,40,35514.770000000004,20892.1,0.0,0.5882651077284182,0.23255813953488372
338125,13,0,1195.0,0.0,0.0,0.0,0.0
338212,114,26,36102.94,14362.1,0.0,0.3978097074642674,0.22807017543859648
338285,197,42,30485.71,21376.2,1.0,0.7011875399982485,0.2131979695431472
338291,22,5,6487.0,0.0,0.0,0.0,0.22727272727272727
338295,0,0,0.0,0.0,0.0,0.0,0.0
338346,189,44,50468.22,22769.1,0.0,0.4511571836692477,0.2328042328042328
338750,0,0,0.0,0.0,0.0,0.0,0.0
338786,178,54,33603.13,31517.4,2.0,0.937930484451895,0.30337078651685395
338803,49,12,7155.0,0.0,0.0,0.0,0.24489795918367346
338808,28,6,11496.0,0.0,0.0,0.0,0.21428571428571427
338837,0,0,0.0,0.0,0.0,0.0,0.0
338838,181,42,38052.27,8098.0,0.0,0.21281253391716187,0.23204419889502761
338872,195,36,40658.45,35901.2,2.0,0.8829948018185642,0.18461538461538463
339005,192,54,41649.57,14011.1,0.0,0.3364044334671403,0.28125
339151,183,36,42363.39,22406.8,0.0,0.5289189557304078,0.19672131147540983
339220,115,37,40599.62,16240.7,0.0,0.4000209854180901,0.3217391304347826
339274,0,0,0.0,0.0,0.0,0.0,0.0
339371,66,8,9767.0,0.0,0.0,0.0,0.12121212121212122
339573,219,19,39700.02,2307.0,0.0,0.05811080195929373,0.0867579908675799
339800,57,10,11647.89,0.0,0.0,0.0,0.17543859649122806
339819,153,26,24838.12,4594.2,0.0,0.18496568983481843,0.16993464052287582
339845,102,9,14666.98,0.0,0.0,0.0,0.08823529411764706
339880,221,47,38306.94,0.0,0.0,0.0,0.21266968325791855
339927,167,42,41208.43,7427.1,0.0,0.18023253979828885,0.25149700598802394
339941,132,18,32492.55,0.0,0.0,0.0,0.13636363636363635
340156,0,0,0.0,0.0,0.0,0.0,0.0
340277,175,50,39469.13,33476.7,0.0,0.848174256691242,0.2857142857142857
340307,114,26,35492.479999999996,0.0,0.0,0.0,0.22807017543859648
340467,187,56,34167.55,4081.0,0.0,0.11944081445699208,0.2994652406417112
340479,205,43,48624.98,18764.4,0.0,0.3859004157945155,0.2097560975609756
340492,0,0,0.0,0.0,0.0,0.0,0.0
340574,139,25,26285.19,0.0,0.0,0.0,0.17985611510791366
340583,212,66,50809.54,11191.7,0.0,0.2202676898865843,0.3113207547169811
340604,0,0,0.0,0.0,0.0,0.0,0.0
340638,31,11,12807.0,3309.0,0.0,0.25837432654017334,0.3548387096774194
340691,222,43,31826.38,11141.6,0.0,0.35007437226602584,0.19369369369369369
340723,25,9,10258.0,3180.0,0.0,0.3100019496977968,0.36
340736,0,0,0.0,0.0,0.0,0.0,0.0
340782,102,19,29498.7,3719.0,0.0,0.12607335238502035,0.18627450980392157
340802,217,60,43383.73,27103.5,0.0,0.6247388133754289,0.2764976958525346
340874,78,27,13262.0,14382.0,0.0,1.0844518172221385,0.34615384615384615
340881,0,0,0.0,0.0,0.0,0.0,0.0
340924,164,35,30024.239999999998,10440.7,0.0,0.34774235750846655,0.21341463414634146
340925,211,29,62800.66,8907.2,0.0,0.14183290430387197,0.13744075829383887
340927,130,25,34140.9,0.0,0.0,0.0,0.19230769230769232
340931,108,23,29392.35,15561.0,0.0,0.5294234724341538,0.21296296296296297
340934,0,0,0.0,0.0,0.0,0.0,0.0
341169,242,30,47660.46,0.0,1.0,0.0,0.12396694214876033
341185,168,18,38806.63,0.0,0.0,0.0,0.10714285714285714
341302,129,34,26479.510000000002,17200.7,0.0,0.6495852831113567,0.26356589147286824
341549,159,51,38854.51,8609.0,0.0,0.22157016006636038,0.32075471698113206
341594,120,29,38013.7,0.0,0.0,0.0,0.24166666666666667
341725,174,48,52923.29,7715.0,0.0,0.14577702935701842,0.27586206896551724
341728,210,76,45769.64,5434.0,0.0,0.11872498887909103,0.3619047619047619
341867,169,55,46283.4,14972.3,0.0,0.32349179187354427,0.3254437869822485
341897,5,3,1218.0,0.0,0.0,0.0,0.6
341904,3,3,1978.0,0.0,0.0,0.0,1.0
341907,96,26,34447.75,5852.0,11.0,0.16988047114833335,0.2708333333333333
341942,171,71,34626.2,4764.0,0.0,0.13758367941038868,0.4152046783625731
342007,167,49,30823.13,6004.0,0.0,0.19478878361801671,0.2934131736526946
342044,200,24,50586.45,0.0,0.0,0.0,0.12
342156,227,95,41994.82,23048.9,0.0,0.548851024959745,0.4185022026431718
342407,181,48,36482.28,0.0,0.0,0.0,0.26519337016574585
342483,210,50,38942.409999999996,14993.2,0.0,0.38500955641933826,0.23809523809523808
342527,292,73,43374.57,15659.3,0.0,0.36102490468493403,0.25
342554,180,41,35494.16,16992.4,0.0,0.4787379106872793,0.22777777777777777
342569,0,0,0.0,0.0,0.0,0.0,0.0
342570,180,47,44456.96,0.0,0.0,0.0,0.2611111111111111
342583,263,83,51901.12,8859.7,1.0,0.1707034453206405,0.3155893536121673
342679,181,66,39620.59,20624.1,0.0,0.5205399515756832,0.36464088397790057
342725,234,48,35818.1,11967.4,0.0,0.33411599163551386,0.20512820512820512
342738,0,0,0.0,0.0,0.0,0.0,0.0
342836,66,3,16614.0,0.0,0.0,0.0,0.045454545454545456
342929,168,44,31448.23,4736.7,0.0,0.15061896965266408,0.2619047619047619
342945,76,16,6423.89,0.0,18.0,0.0,0.21052631578947367
342958,85,18,21230.24,4354.0,0.0,0.20508482240426862,0.21176470588235294
342980,36,11,10275.0,0.0,0.0,0.0,0.3055555555555556
343001,155,45,39811.27,7059.0,1.0,0.17731160045886504,0.2903225806451613
343011,147,50,28140.13,0.0,1.0,0.0,0.3401360544217687
343051,71,21,15021.0,3919.0,0.0,0.26090140470008655,0.29577464788732394
343103,201,56,43262.67,14235.5,0.0,0.3290481146910258,0.27860696517412936
343139,188,53,37288.729999999996,39430.7,0.0,1.0574428252182362,0.28191489361702127
343218,154,34,39786.9,9745.0,0.0,0.24492986384965906,0.22077922077922077
343247,37,9,5504.0,0.0,0.0,0.0,0.24324324324324326
343377,213,41,36908.79,8534.3,0.0,0.23122676197187714,0.19248826291079812
343383,167,22,47262.31,0.0,0.0,0.0,0.1317365269461078
343425,55,11,10486.91,6148.4,0.0,0.5862928164731078,0.2
343547,175,71,41544.6,21401.8,0.0,0.515152390443042,0.4057142857142857
343605,213,53,44227.89,16628.1,1.0,0.3759641258038762,0.24882629107981222
343706,176,43,36995.43,9523.5,0.0,0.25742368719595904,0.24431818181818182
343879,48,18,10457.0,9632.0,0.0,0.9211054795830544,0.375
343884,0,0,0.0,0.0,0.0,0.0,0.0
343978,92,35,15281.23,9494.3,17.0,0.6213046986400963,0.3804347826086957
343994,283,61,56357.14,20121.7,0.0,0.3570390548562259,0.21554770318021202
344009,140,51,34377.14,16957.2,0.0,0.49326965535818285,0.36428571428571427
344039,27,4,2856.0,0.0,0.0,0.0,0.14814814814814814
344052,63,21,17151.0,4534.0,0.0,0.26435776339572037,0.3333333333333333
344121,210,65,47097.83,36532.5,0.0,0.7756726796117782,0.30952380952380953
344180,91,25,14326.84,5768.4,0.0,0.4026289118884555,0.27472527472527475
344199,152,38,32431.95,13648.3,0.0,0.42082884316237534,0.25
344232,182,44,45033.19,14162.2,1.0,0.314483606424506,0.24175824175824176
344260,141,53,32431.48,14004.1,0.0,0.43180576402927034,0.375886524822695
344372,74,27,6600.0,16054.0,0.0,2.4324242424242426,0.36486486486486486
344413,164,24,41223.16,0.0,0.0,0.0,0.14634146341463414
344464,162,16,47823.14,5446.0,0.0,0.113877926041661,0.09876543209876543
344483,266,44,52961.29,8379.0,1.0,0.15820989254604637,0.16541353383458646
344527,189,29,34817.49,13215.3,1.0,0.3795592387618981,0.15343915343915343
344570,46,10,14557.0,8045.0,0.0,0.552655080030226,0.21739130434782608
344580,55,13,12190.54,4275.0,0.0,0.35068175815017216,0.23636363636363636
344627,210,70,46617.19,8675.4,0.0,0.18609873310682173,0.3333333333333333
344669,17,9,3214.0,3403.0,0.0,1.0588052271313007,0.5294117647058824
344671,55,22,6916.0,2820.0,0.0,0.40775014459224984,0.4
344749,21,9,3606.0,6355.0,0.0,1.7623405435385469,0.42857142857142855
344768,0,0,0.0,0.0,0.0,0.0,0.0
344797,162,54,33045.15,0.0,0.0,0.0,0.3333333333333333
344990,218,53,40825.08,16449.4,0.0,0.40292388894277736,0.24311926605504589
344998,137,14,26823.92,11815.0,1.0,0.4404650774383461,0.10218978102189781
345014,196,27,41970.28,7123.1,0.0,0.1697177145351425,0.1377551020408163
345090,15,1,2369.0,0.0,0.0,0.0,0.06666666666666667
345099,190,80,47582.19,14460.0,0.0,0.3038952179376359,0.42105263157894735
345238,183,29,39825.76,19790.7,0.0,0.49693213638609784,0.15846994535519127
345244,130,49,32475.329999999998,15789.1,0.0,0.48618751526158477,0.3769230769230769
345518,198,27,37017.2,2939.0,1.0,0.07939552424278444,0.13636363636363635
345572,214,72,36739.29,27081.7,0.0,0.7371318280783324,0.3364485981308411
345597,198,56,34657.82,3802.0,0.0,0.10970107179274403,0.2828282828282828
345608,192,32,44794.77,32068.5,0.0,0.7158983068782361,0.16666666666666666
345615,170,29,25342.31,23562.8,0.0,0.9297810657355229,0.17058823529411765
345657,252,39,45714.56,0.0,2.0,0.0,0.15476190476190477
345682,206,47,38608.82,20787.3,0.0,0.5384080632352918,0.22815533980582525
345765,245,63,45399.92,20683.7,0.0,0.4555889085267111,0.2571428571428571
345802,175,48,43394.84,8699.7,0.0,0.2004777526544631,0.2742857142857143
345840,47,3,12801.0,4264.0,0.0,0.3330989766424498,0.06382978723404255
345841,152,28,29730.89,16372.6,0.0,0.5506932352176473,0.18421052631578946
345908,129,41,20692.97,8487.7,0.0,0.4101731167638092,0.3178294573643411
345931,180,57,28830.5,10273.0,0.0,0.3563240318412792,0.31666666666666665
345959,7,0,2059.0,0.0,0.0,0.0,0.0
345978,37,15,9377.0,4078.0,0.0,0.4348938893036152,0.40540540540540543
346090,223,36,46954.19,10539.0,0.0,0.22445281241141632,0.16143497757847533
346103,263,54,33066.29,4076.0,0.0,0.1232675331886341,0.20532319391634982
346163,150,28,32762.9,13607.2,0.0,0.4153234298551105,0.18666666666666668
346205,184,62,41575.0,14156.9,0.0,0.34051473241130487,0.33695652173913043
346225,137,40,30092.71,2590.0,0.0,0.08606735651259059,0.291970802919708
346274,177,44,34724.98,27321.0,0.0,0.7867823106017627,0.24858757062146894
346295,89,15,18669.0,12250.0,0.0,0.6561679790026247,0.16853932584269662
346346,61,17,12053.0,4751.0,0.0,0.3941757238861694,0.2786885245901639
346384,162,66,49751.15,6764.0,0.0,0.1359566562782971,0.4074074074074074
346390,34,8,8089.0,0.0,0.0,0.0,0.23529411764705882
346456,202,38,47170.6,2521.0,0.0,0.05344430641119681,0.18811881188118812
346499,45,4,6503.0,0.0,0.0,0.0,0.08888888888888889
346529,192,51,51617.25,4841.2,0.0,0.09379035109386881,0.265625
346532,1,1,1782.65,0.0,0.0,0.0,1.0
346554,0,0,0.0,0.0,0.0,0.0,0.0
